mouse_symbol
0610007C21Rik
0610007L01Rik
0610007P08Rik
0610009D07Rik
0610009O03Rik
0610009O20Rik
0610011L14Rik
0610012D17Rik
0610013E23Rik
0610025P10Rik
0610038D11Rik
0610040J01Rik
0710005I19Rik
1100001E04Rik
1100001G20Rik
1110001D15Rik
1110003E01Rik
1110005A03Rik
1110007A13Rik
1110007M04Rik
1110012J17Rik
1110014K08Rik
1110018G07Rik
1110018J18Rik
1110028C15Rik
1110031B06Rik
1110034B05Rik
1110036O03Rik
1110038D17Rik
1110051M20Rik
1110059G10Rik
1190002H23Rik
1200004M23Rik
1200009O22Rik
1300002K09Rik
1300003B13Rik
1300007F04Rik
1300014I06Rik
1300018I05Rik
1500002O20Rik
1500032D16Rik
1600014C10Rik
1600015I10Rik
1700001O22Rik
1700008G05Rik
1700010C24Rik
1700010I14Rik
1700016K19Rik
1700018L24Rik
1700019D03Rik
1700019E19Rik
1700020C11Rik
1700021C14Rik
1700021K19Rik
1700025D03Rik
1700025G04Rik
1700025K23Rik
1700029F12Rik
1700029I08Rik
1700052N19Rik
1700067C01Rik
1700074P13Rik
1700081L11Rik
1700106N22Rik
1700120B06Rik
1810009O10Rik
1810011O10Rik
1810015C04Rik
1810033B17Rik
1810044A24Rik
1810046J19Rik
1810049H13Rik
1810054D07Rik
1810054D07Rik
Snapc3
1810055E12Rik
1810063B05Rik
2010001M09Rik
2010002N04Rik
2010003H20Rik
2010007H12Rik
2010012O05Rik
2010015L04Rik
2010109I03Rik
2010305C02Rik
2010317E24Rik
2210010C04Rik
2210010L05Rik
2210018M11Rik
2210412D01Rik
2310004I24Rik
2310007H09Rik
2310008H04Rik
2310009E04Rik
2310010M24Rik
2310022A10Rik
2310022M17Rik
2310028H24Rik
2310033P09Rik
2310035C23Rik
2310038H17Rik
2310039H08Rik
2310044G17Rik
2310044H10Rik
2310057M21Rik
2310066E14Rik
2410017P07Rik
2410018C20Rik
2410116G06Rik
2410129H14Rik
2410131K14Rik
2410166I05Rik
2510003E04Rik
2610002J02Rik
2610018G03Rik
2610018I03Rik
2610020H08Rik
2610021K21Rik
2610028A01Rik
2610036L11Rik
2610039C10Rik
2610207I05Rik
2610301B20Rik
2610305D13Rik
2610528E23Rik
2610528K11Rik
2610529C04Rik
2700081O15Rik
2700094F01Rik
2700097O09Rik
2810003C17Rik
2810046L04Rik
2810403A07Rik
2810410M20Rik
2810432D09Rik
2810451A06Rik
2810457I06Rik
2900024C23Rik
2900024O10Rik
2900026A02Rik
3100004P22Rik
3110001A13Rik
3110001D03Rik
3110004L20Rik
3110007F17Rik
3110045G13Rik
3110049J23Rik
3110056O03Rik
3110057O12Rik
3110082I17Rik
3300002I08Rik
3930402G23Rik
4631426J05Rik
4631427C17Rik
4632411B12Rik
4632411J06Rik
4632415K11Rik
4632434I11Rik
4732418C07Rik
4732435N03Rik
4732495G21Rik
4732496O08Rik
4831426I19Rik
4832428D23Rik
4833413O15Rik
4833427G06Rik
4921505C17Rik
4921506J03Rik
4921513D23Rik
4921528I01Rik
4921533L14Rik
4930418G15Rik
4930428D18Rik
4930432O21Rik
4930453N24Rik
4930458L03Rik
4930473A06Rik
4930474N05Rik
4930503B20Rik
4930504E06Rik
4930506M07Rik
4930507C10Rik
4930511I11Rik
4930519F16Rik
4930522H14Rik
4930523C11Rik
4930544G21Rik
4931406C07Rik
4931406I20Rik
4931406P16Rik
4931408C20Rik
4931414P19Rik
4931417E11Rik
4931433A01Rik
4932413O14Rik
4932417H02Rik
4932417I16Rik
4932441B19Rik
4933400E14Rik
4933406E20Rik
4933412E14Rik
4933417A18Rik
4933421I07Rik
4933433P14Rik
4933436I01Rik
4933437K13Rik
5033411D12Rik
5033413D22Rik
5133401N09Rik
5330416C01Rik
5330421F07Rik
5430407P10Rik
5430420C16Rik
5430432M24Rik
5430433E21Rik
5430435G22Rik
5730409G15Rik
5730419I09Rik
5730509K17Rik
5730557B15Rik
5730559C18Rik
5730593F17Rik
5830403L16Rik
5830404H04Rik
5830434P21Rik
5830482F20Rik
6230409E13Rik
6330403A02Rik
6330406I15Rik
6330416G13Rik
6330500D04Rik
6330505N24Rik
6330512M04Rik
6330534C20Rik
6330548G22Rik
6332401O19Rik
6430526N21Rik
6430527G18Rik
6430537H07Rik
6530418L21Rik

6720456H20Rik
8230402K04Rik
8430427H17Rik
9030025P20Rik
9030409G11Rik
9030425E11Rik
9030611O19Rik
9130011E15Rik
9130017C17Rik
9130404D08Rik
9330128J19Rik
9330134C04Rik
9430022F06Rik
9430023L20Rik
9430067K14Rik
9430070O13Rik
9530008L14Rik
9830102E05Rik
9830134C10Rik
9930021J17Rik
9930039A11Rik
a
A130042E20Rik
A230046K03Rik
A230054D04Rik
A230097K15Rik
A2bp1
A430005L14Rik
A430078G23Rik
A430084P05Rik
A430105I19Rik
A430107O13Rik
A530098C11Rik
A630007B06Rik
A630033H20Rik
A630042L21Rik
A630047E20Rik
A630054L15Rik
A630077B13Rik
A730018C14Rik
A830006F12Rik
A830018L16Rik
A830080D01Rik
A930001N09Rik
A930005I04Rik
A930008G19Rik
A930016P21Rik
A930038C07Rik
AA408296
AA467197
AA536749
AA881470

Aadat
Aard
Aass
Aatk
AB124611
Abca1
Abca4
Abca5
Abca7
Abca8a
Abcb9
Abcc12
Abcc4
Abcc9
Abcg1
Abhd14b
Abhd2
Abhd4
Abhd6
Abi3
Abi3bp
Abl1
Abl2
Ablim1
Abr
Abtb2
Acacb
Acad11
Acbd3
Acbd5
Acbd6
Accn4
Acn9
Aco2
Acot11
Acot7
Acot8
Acox2
Acox3
Acpl2
Acsbg1
Acsl4
Acsl5
Acsl6
Acsm3
Acss1
Acss2
Actb
Actn1
Actn4
Actr3
Actrt1
Acvr1b
Acvrl1
Adam17
Adam19
Adamts10
Adamts18
Adamts20
Adamts3
Adamts6
Adarb1
Adarb2
Adck1
Adcy2
Adcy7
Adcy8
Add1
Add2
Adhfe1
Adipor2
Adk
Adora1
Adora2b
Adora3
Adrb2
Adrbk1
Adrbk2
Adssl1
Aebp2
Afap1
Aff1
Aff2
Aff4
Agbl3
Aggf1
Agk
Agl
Agmat
Agpat3
Agpat5
Agps
Agr3
Agrp
Agtrap
Agxt
Ahctf1
Ahdc1
Ahi1
Ahi1
Ahi1
Ahnak
Ahsa2
AI314180
AI317395
AI427809
AI593442
AI851790
Aim2
Aip
Ak1
AK122525
Ak2
AK220484
Ak3l1
Akap1
Akap13
Akap6
Akap7
Akna
Akr1b3
Akr1e1
Akt1
Akt3
Alas2
Alcam
Aldh1b1
Aldh8a1
Aldoa
Alg12
Alg13
Alg14
Alg5
Alg8
Alk
Alkbh3
